,Name,Authors,ISBN,ID,genres,pagesNumber,averageRating,userRating
5639,Johnny Mnemonic,William Gibson,000224618X,4312,Science Fiction Science Fiction Cyberpunk Fiction Short Stories Culture Film Media Tie In Childrens Picture Books Plays Media Tie In Tv Drama,160.0,3.77,4
5640,Johnny Mnemonic,William Gibson,000224618X,895,Science Fiction Science Fiction Cyberpunk Fiction Short Stories Culture Film Media Tie In Childrens Picture Books Plays Media Tie In Tv Drama,160.0,3.77,4
107,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,2631,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,4
75,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,3595,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,3
77,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,3831,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,4
95,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,329,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,3
108,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,2635,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,4
80,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,4089,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,4
112,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,278,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,4
86,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,1737,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,3
70,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,3475,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,4
126,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,5682,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,5
103,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,2383,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,5
117,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,5398,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,2
130,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,18,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,5
134,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,319,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,4
106,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,2613,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,5
121,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,5154,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,4
118,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,5392,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,5
88,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,4529,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,4
96,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,338,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,3
90,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,3161,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,5
116,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,1097,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,5
81,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,4147,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,4
92,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,1455,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,5
132,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,169,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,4
131,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,55,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,4
99,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,485,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,5
71,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,2017,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,4
109,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,4544,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,4
98,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,480,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,5
113,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,1333,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,4
105,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,3054,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,3
84,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,4753,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,4
120,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,5161,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,4
74,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,3485,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,2
82,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,4148,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,3
122,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,5128,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,3
119,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,5163,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,5
115,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,1163,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,3
79,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,3975,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,5
114,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,1207,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,4
110,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,2828,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,3
72,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,1784,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,4
101,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,2100,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,4
83,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,4155,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,4
73,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,4746,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,4
89,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,4312,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,5
94,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,3088,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,4
128,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,5869,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,4
78,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,3944,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,3
104,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,2494,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,4
87,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,1416,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,3
91,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,4763,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,5
129,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,5872,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,5
111,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,4711,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,4
102,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,2195,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,3
133,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,171,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,5
93,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,4804,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,4
100,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,696,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,5
85,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,3484,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,4
135,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,2880,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,3
124,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,4852,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,4
125,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,4829,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,3
127,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,5695,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,4
123,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,4909,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,4
97,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,425,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,5
76,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,0002247399,3748,Fantasy Fiction Fantasy Epic Fantasy Science Fiction Fantasy Fantasy High Fantasy Fantasy Dragons Adult Adventure Audiobook Epic,1016.0,4.33,3
9161,"Sleeping Murder (Miss Marple, #13)",Agatha Christie,0002317850,4806,Mystery Fiction Mystery Crime Classics Mystery Detective Thriller Mystery Thriller European Literature British Literature Audiobook Mystery Murder Mystery Thriller,242.0,3.95,3
8018,"Petals on the Wind (Dollanganger, #2)",V.C. Andrews,0006161820,2597,Fiction Horror Young Adult Romance Gothic Drama Thriller Mystery Adult Classics,410.0,3.82,3
8020,"Petals on the Wind (Dollanganger, #2)",V.C. Andrews,0006161820,1829,Fiction Horror Young Adult Romance Gothic Drama Thriller Mystery Adult Classics,410.0,3.82,5
8019,"Petals on the Wind (Dollanganger, #2)",V.C. Andrews,0006161820,2030,Fiction Horror Young Adult Romance Gothic Drama Thriller Mystery Adult Classics,410.0,3.82,4
8017,"Petals on the Wind (Dollanganger, #2)",V.C. Andrews,0006161820,2880,Fiction Horror Young Adult Romance Gothic Drama Thriller Mystery Adult Classics,410.0,3.82,2
8016,"Petals on the Wind (Dollanganger, #2)",V.C. Andrews,0006161820,284,Fiction Horror Young Adult Romance Gothic Drama Thriller Mystery Adult Classics,410.0,3.82,2
8015,"Petals on the Wind (Dollanganger, #2)",V.C. Andrews,0006161820,1125,Fiction Horror Young Adult Romance Gothic Drama Thriller Mystery Adult Classics,410.0,3.82,4
13142,The Four Loves,C.S. Lewis,0006280897,5111,Christian Nonfiction Religion Religion Theology Religion Christianity Philosophy Religion Faith Classics Spirituality Christian Christian Living,170.0,4.15,3
318,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,000647988X,3975,Fantasy Fiction Fantasy Epic Fantasy Adult Science Fiction Fantasy Fantasy High Fantasy Adventure Fantasy Dragons Audiobook Epic,836.0,4.45,5
277,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,000647988X,5487,Fantasy Fiction Fantasy Epic Fantasy Adult Science Fiction Fantasy Fantasy High Fantasy Adventure Fantasy Dragons Audiobook Epic,836.0,4.45,4
377,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,000647988X,3054,Fantasy Fiction Fantasy Epic Fantasy Adult Science Fiction Fantasy Fantasy High Fantasy Adventure Fantasy Dragons Audiobook Epic,836.0,4.45,5
383,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,000647988X,2448,Fantasy Fiction Fantasy Epic Fantasy Adult Science Fiction Fantasy Fantasy High Fantasy Adventure Fantasy Dragons Audiobook Epic,836.0,4.45,5
341,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,000647988X,696,Fantasy Fiction Fantasy Epic Fantasy Adult Science Fiction Fantasy Fantasy High Fantasy Adventure Fantasy Dragons Audiobook Epic,836.0,4.45,5
311,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,000647988X,1737,Fantasy Fiction Fantasy Epic Fantasy Adult Science Fiction Fantasy Fantasy High Fantasy Adventure Fantasy Dragons Audiobook Epic,836.0,4.45,4
315,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,000647988X,4148,Fantasy Fiction Fantasy Epic Fantasy Adult Science Fiction Fantasy Fantasy High Fantasy Adventure Fantasy Dragons Audiobook Epic,836.0,4.45,4
344,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,000647988X,551,Fantasy Fiction Fantasy Epic Fantasy Adult Science Fiction Fantasy Fantasy High Fantasy Adventure Fantasy Dragons Audiobook Epic,836.0,4.45,4
275,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,000647988X,4197,Fantasy Fiction Fantasy Epic Fantasy Adult Science Fiction Fantasy Fantasy High Fantasy Adventure Fantasy Dragons Audiobook Epic,836.0,4.45,4
329,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,000647988X,3474,Fantasy Fiction Fantasy Epic Fantasy Adult Science Fiction Fantasy Fantasy High Fantasy Adventure Fantasy Dragons Audiobook Epic,836.0,4.45,4
324,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,000647988X,3605,Fantasy Fiction Fantasy Epic Fantasy Adult Science Fiction Fantasy Fantasy High Fantasy Adventure Fantasy Dragons Audiobook Epic,836.0,4.45,4
302,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,000647988X,5154,Fantasy Fiction Fantasy Epic Fantasy Adult Science Fiction Fantasy Fantasy High Fantasy Adventure Fantasy Dragons Audiobook Epic,836.0,4.45,4
366,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,000647988X,4746,Fantasy Fiction Fantasy Epic Fantasy Adult Science Fiction Fantasy Fantasy High Fantasy Adventure Fantasy Dragons Audiobook Epic,836.0,4.45,3
374,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,000647988X,3088,Fantasy Fiction Fantasy Epic Fantasy Adult Science Fiction Fantasy Fantasy High Fantasy Adventure Fantasy Dragons Audiobook Epic,836.0,4.45,5
336,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,000647988X,4804,Fantasy Fiction Fantasy Epic Fantasy Adult Science Fiction Fantasy Fantasy High Fantasy Adventure Fantasy Dragons Audiobook Epic,836.0,4.45,4
347,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,000647988X,480,Fantasy Fiction Fantasy Epic Fantasy Adult Science Fiction Fantasy Fantasy High Fantasy Adventure Fantasy Dragons Audiobook Epic,836.0,4.45,5
307,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,000647988X,4852,Fantasy Fiction Fantasy Epic Fantasy Adult Science Fiction Fantasy Fantasy High Fantasy Adventure Fantasy Dragons Audiobook Epic,836.0,4.45,4
317,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,000647988X,4089,Fantasy Fiction Fantasy Epic Fantasy Adult Science Fiction Fantasy Fantasy High Fantasy Adventure Fantasy Dragons Audiobook Epic,836.0,4.45,4
385,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,000647988X,2494,Fantasy Fiction Fantasy Epic Fantasy Adult Science Fiction Fantasy Fantasy High Fantasy Adventure Fantasy Dragons Audiobook Epic,836.0,4.45,4
326,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,000647988X,3485,Fantasy Fiction Fantasy Epic Fantasy Adult Science Fiction Fantasy Fantasy High Fantasy Adventure Fantasy Dragons Audiobook Epic,836.0,4.45,3
330,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,000647988X,3356,Fantasy Fiction Fantasy Epic Fantasy Adult Science Fiction Fantasy Fantasy High Fantasy Adventure Fantasy Dragons Audiobook Epic,836.0,4.45,4
375,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,000647988X,2100,Fantasy Fiction Fantasy Epic Fantasy Adult Science Fiction Fantasy Fantasy High Fantasy Adventure Fantasy Dragons Audiobook Epic,836.0,4.45,4
292,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,000647988X,1163,Fantasy Fiction Fantasy Epic Fantasy Adult Science Fiction Fantasy Fantasy High Fantasy Adventure Fantasy Dragons Audiobook Epic,836.0,4.45,4
303,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,000647988X,5122,Fantasy Fiction Fantasy Epic Fantasy Adult Science Fiction Fantasy Fantasy High Fantasy Adventure Fantasy Dragons Audiobook Epic,836.0,4.45,5
348,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,000647988X,425,Fantasy Fiction Fantasy Epic Fantasy Adult Science Fiction Fantasy Fantasy High Fantasy Adventure Fantasy Dragons Audiobook Epic,836.0,4.45,5
333,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,000647988X,1784,Fantasy Fiction Fantasy Epic Fantasy Adult Science Fiction Fantasy Fantasy High Fantasy Adventure Fantasy Dragons Audiobook Epic,836.0,4.45,5
278,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,000647988X,5519,Fantasy Fiction Fantasy Epic Fantasy Adult Science Fiction Fantasy Fantasy High Fantasy Adventure Fantasy Dragons Audiobook Epic,836.0,4.45,5
343,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,000647988X,613,Fantasy Fiction Fantasy Epic Fantasy Adult Science Fiction Fantasy Fantasy High Fantasy Adventure Fantasy Dragons Audiobook Epic,836.0,4.45,4
310,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,000647988X,1597,Fantasy Fiction Fantasy Epic Fantasy Adult Science Fiction Fantasy Fantasy High Fantasy Adventure Fantasy Dragons Audiobook Epic,836.0,4.45,5
354,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,000647988X,317,Fantasy Fiction Fantasy Epic Fantasy Adult Science Fiction Fantasy Fantasy High Fantasy Adventure Fantasy Dragons Audiobook Epic,836.0,4.45,4
335,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,000647988X,1651,Fantasy Fiction Fantasy Epic Fantasy Adult Science Fiction Fantasy Fantasy High Fantasy Adventure Fantasy Dragons Audiobook Epic,836.0,4.45,5
342,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,000647988X,675,Fantasy Fiction Fantasy Epic Fantasy Adult Science Fiction Fantasy Fantasy High Fantasy Adventure Fantasy Dragons Audiobook Epic,836.0,4.45,4
372,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,000647988X,4293,Fantasy Fiction Fantasy Epic Fantasy Adult Science Fiction Fantasy Fantasy High Fantasy Adventure Fantasy Dragons Audiobook Epic,836.0,4.45,5
380,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,000647988X,2318,Fantasy Fiction Fantasy Epic Fantasy Adult Science Fiction Fantasy Fantasy High Fantasy Adventure Fantasy Dragons Audiobook Epic,836.0,4.45,5
361,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,000647988X,55,Fantasy Fiction Fantasy Epic Fantasy Adult Science Fiction Fantasy Fantasy High Fantasy Adventure Fantasy Dragons Audiobook Epic,836.0,4.45,5
334,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,000647988X,1746,Fantasy Fiction Fantasy Epic Fantasy Adult Science Fiction Fantasy Fantasy High Fantasy Adventure Fantasy Dragons Audiobook Epic,836.0,4.45,4
322,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,000647988X,3651,Fantasy Fiction Fantasy Epic Fantasy Adult Science Fiction Fantasy Fantasy High Fantasy Adventure Fantasy Dragons Audiobook Epic,836.0,4.45,5
378,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,000647988X,2828,Fantasy Fiction Fantasy Epic Fantasy Adult Science Fiction Fantasy Fantasy High Fantasy Adventure Fantasy Dragons Audiobook Epic,836.0,4.45,4
